NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
PPP1R3D	1	ENSG00000132825	
PPP1R42	1	ENSG00000178125	
STX1A	1	ENSG00000106089	
ARSLP1	1	ENSG00000224060	
PPP1R37	1	ENSG00000104866	
L3MBTL1	1	ENSG00000185513	
PPP1R36	1	ENSG00000165807	
L3MBTL3	1	ENSG00000198945	
L3MBTL2	1	ENSG00000100395	
RNA5SP521	1	ENSG00000252012	
PPP1R32	1	ENSG00000162148	
RNA5SP520	1	ENSG00000252315	
PPP1R35	1	ENSG00000160813	
MIR891B	1	ENSG00000216064	
RNA5SP525	1	ENSG00000212595	
MIR891A	1	ENSG00000216056	
ANKRD19P	1	ENSG00000187984	
RNA5SP524	1	ENSG00000201285	
PPP1R3A	1	ENSG00000154415	
RNA5SP523	1	ENSG00000252667	
RNA5SP522	1	ENSG00000251953	
MAP3K4-AS1	1	ENSG00000272841	
PPP1R2B	1	ENSG00000231989	
PPP1R2C	1	ENSG00000102055	
PPP1R26	1	ENSG00000196422	
PPP1R27	1	ENSG00000182676	
MIR3689D1	1	ENSG00000265848	
RNA5SP510	1	ENSG00000201567	
PPP1R21	1	ENSG00000162869	
RNA5SP514	1	ENSG00000200587	
RNA5SP513	1	ENSG00000201518	
RNA5SP512	1	ENSG00000201420	
RNA5SP511	1	ENSG00000222419	
RNA5SP518	1	ENSG00000251766	
MIR3689D2	1	ENSG00000264136	
RNA5SP517	1	ENSG00000201594	
RNA5SP516	1	ENSG00000201000	
RNA5SP515	1	ENSG00000201440	
BPIFB2	1	ENSG00000078898	
BPIFB1	1	ENSG00000125999	
RNA5SP519	1	ENSG00000252289	
PPP1R1A	1	ENSG00000135447	
BPIFB4	1	ENSG00000186191	
BPIFB3	1	ENSG00000186190	
SMC3P1	1	ENSG00000231822	
ID2	1	ENSG00000115738	
PPP1R1C	1	ENSG00000150722	
BPIFB6	1	ENSG00000167104	
ID1	1	ENSG00000125968	
PPP1R1B	1	ENSG00000131771	
ID4	1	ENSG00000172201	
ID3	1	ENSG00000117318	
ANKRD18B	1	ENSG00000230453	
ANKRD18A	1	ENSG00000180071	
NDUFS6P1	1	ENSG00000241905	
AHCYP2	1	ENSG00000238181	
AHCYP4	1	ENSG00000232992	
AHCYP3	1	ENSG00000233955	
RN7SL539P	1	ENSG00000241459	
PPP1R17	1	ENSG00000106341	
SNORA38B	1	ENSG00000200394	
AHCYP5	1	ENSG00000213107	
PPP1R11	1	ENSG00000204619	
AHCYP8	1	ENSG00000242529	
PPP1R10	1	ENSG00000204569	
AHCYP7	1	ENSG00000259465	
KIF14	1	ENSG00000118193	
HNF4G	1	ENSG00000164749	
MIA2	1	ENSG00000150527	
KIF12	1	ENSG00000136883	
MIA3	1	ENSG00000154305	
AP2A1	1	ENSG00000196961	
IDE	1	ENSG00000119912	
KIF11	1	ENSG00000138160	
KIF17	1	ENSG00000117245	
PPP1R18	1	ENSG00000146112	
AP2A2	1	ENSG00000183020	
KIF15	1	ENSG00000163808	
SPANXN1	1	ENSG00000203923	
EPHA2-AS1	1	ENSG00000227959	
SPANXN3	1	ENSG00000189252	
KIF19	1	ENSG00000196169	
SPANXN5	1	ENSG00000204363	
SPANXN4	1	ENSG00000189326	
IRS4-AS1	1	ENSG00000237863	
HNF4A	1	ENSG00000101076	
IDS	1	ENSG00000010404	
KIF1C	1	ENSG00000129250	
KIF1B	1	ENSG00000054523	
KIF1A	1	ENSG00000130294	
NDEL1	1	ENSG00000166579	
TMEM109-DT	1	ENSG00000256944	
TLCD3A	1	ENSG00000167695	
CFL1P8	1	ENSG00000234239	
RN7SL538P	1	ENSG00000240692	
ZNRF3-IT1	1	ENSG00000235786	
KIF25	1	ENSG00000125337	
KIF24	1	ENSG00000186638	
PRSS23-AS1	1	ENSG00000255471	
KIF23	1	ENSG00000137807	
KIF22	1	ENSG00000079616	
MMEL1	1	ENSG00000142606	
TLCD3B	1	ENSG00000149926	
KIF27	1	ENSG00000165115	
OOEP	1	ENSG00000203907	
RNU6-629P	1	ENSG00000206788	
KIF2A	1	ENSG00000068796	
SLC10A5P1	1	ENSG00000205184	
CFL1P2	1	ENSG00000213478	
CFL1P3	1	ENSG00000228056	
KIF2C	1	ENSG00000142945	
KIF2B	1	ENSG00000141200	
CFL1P1	1	ENSG00000223820	
CFL1P6	1	ENSG00000215785	
CFL1P7	1	ENSG00000213877	
OR10B1P	1	ENSG00000267961	
CFL1P4	1	ENSG00000213026	
CFL1P5	1	ENSG00000213830	
STX12	1	ENSG00000117758	
LANCL1-AS1	1	ENSG00000234281	
STX17	1	ENSG00000136874	
STX16	1	ENSG00000124222	
STX19	1	ENSG00000178750	
STX18	1	ENSG00000168818	
XIAP	1	ENSG00000101966	
FUOM	1	ENSG00000148803	
COL19A1	1	ENSG00000082293	
STX11	1	ENSG00000135604	
STX10	1	ENSG00000104915	
CCNJP1	1	ENSG00000227491	
CCNJP2	1	ENSG00000223896	
POLR1HASP	1	ENSG00000204623	
MICC	1	ENSG00000226577	
MICD	1	ENSG00000229390	
MICE	1	ENSG00000273340	
MICA	1	ENSG00000204520	
MICB	1	ENSG00000204516	
ERCC6L2	1	ENSG00000182150	
MIB2	1	ENSG00000197530	
AP2B1	1	ENSG00000006125	
DOHH	1	ENSG00000129932	
MIAT	1	ENSG00000225783	
MIB1	1	ENSG00000101752	
FOXD2-AS1	1	ENSG00000237424	
MIDN	1	ENSG00000167470	
ERCC6L	1	ENSG00000186871	
RNU6ATAC37P	1	ENSG00000221255	
RN7SL535P	1	ENSG00000239419	
IHH	1	ENSG00000163501	
RPL6P32	1	ENSG00000253646	
RPL6P31	1	ENSG00000223945	
RPL6P30	1	ENSG00000215313	
LIM2-AS1	1	ENSG00000268889	
RNU6-626P	1	ENSG00000200224	
KIF5C	1	ENSG00000168280	
OR51N1P	1	ENSG00000176951	
KIF5B	1	ENSG00000170759	
KIF5A	1	ENSG00000155980	
CHP1P1	1	ENSG00000248930	
CHP1P2	1	ENSG00000213073	
CHP1P3	1	ENSG00000226153	
RNU6ATAC38P	1	ENSG00000221046	
G6PD	2	ENSG00000261773:ENSG00000160211	
MICG	1	ENSG00000237042	
SNORA35B	1	ENSG00000271907	
MID1	1	ENSG00000101871	
MID2	1	ENSG00000080561	
DOK1	1	ENSG00000115325	
DOK2	1	ENSG00000147443	
DOK3	1	ENSG00000146094	
DOK4	1	ENSG00000125170	
DOK5	1	ENSG00000101134	
RNU6-625P	1	ENSG00000238658	
DOK6	1	ENSG00000206052	
DOK7	1	ENSG00000175920	
MRPL22P1	1	ENSG00000250324	
TMED10	1	ENSG00000170348	
SNORA36A	1	ENSG00000206948	
SNORA36B	1	ENSG00000222370	
RN7SL799P	1	ENSG00000244006	
SNORA36C	1	ENSG00000207016	
RNU6ATAC35P	1	ENSG00000221571	
SEL1L	1	ENSG00000071537	
PSEN2	1	ENSG00000143801	
PSEN1	1	ENSG00000080815	
FUT2	1	ENSG00000176920	
FUT1	1	ENSG00000174951	
LRRC37A6P	1	ENSG00000230445	
FUT4	1	ENSG00000196371	
FUT3	1	ENSG00000171124	
FUT6	1	ENSG00000156413	
FUT5	1	ENSG00000130383	
FUT8	1	ENSG00000033170	
LRRC37A7P	1	ENSG00000265158	
FUT7	1	ENSG00000180549	
KIF3B	1	ENSG00000101350	
KIF3A	1	ENSG00000131437	
FUT9	1	ENSG00000172461	
RNU6-628P	1	ENSG00000222607	
ENSG00000250195	1	ENSG00000250195	
KIF3C	1	ENSG00000084731	
TWF2-DT	1	ENSG00000243224	
PRSS29P	1	ENSG00000196364	
ITPRID2	1	ENSG00000138434	
ITPRID1	1	ENSG00000180347	
RNU6ATAC36P	1	ENSG00000252684	
PHF10	1	ENSG00000130024	
TTC3-AS1	1	ENSG00000228677	
PHF12	1	ENSG00000109118	
PHF11	1	ENSG00000136147	
RN7SL798P	1	ENSG00000240905	
AGBL5-AS1	1	ENSG00000231636	
RYKP1	1	ENSG00000263219	
DOLK	1	ENSG00000175283	
LRRC37A5P	1	ENSG00000204173	
IL2	1	ENSG00000109471	
IL4	1	ENSG00000113520	
IL3	1	ENSG00000164399	
IL6	1	ENSG00000136244	
IL5	1	ENSG00000113525	
IL7	1	ENSG00000104432	
KIF4B	1	ENSG00000226650	
KIF4A	1	ENSG00000090889	
IL9	1	ENSG00000145839	
RNU6-627P	1	ENSG00000200902	
PHF14	1	ENSG00000106443	
PHF13	1	ENSG00000116273	
ADNP-AS1	1	ENSG00000259456	
PHF19	1	ENSG00000119403	
SNED1	1	ENSG00000162804	
RN7SL797P	1	ENSG00000242560	
ILK	1	ENSG00000166333	
OR10AG1	1	ENSG00000174970	
PPP1R9A	1	ENSG00000158528	
PPP1R9B	1	ENSG00000108819	
B4GALT1-AS1	1	ENSG00000233554	
ENSG00000252798	1	ENSG00000252798	
RNU6-622P	1	ENSG00000206999	
IGLC3	1	ENSG00000211679	
IGLC4	1	ENSG00000254029	
RN7SL531P	1	ENSG00000264071	
IGLC1	1	ENSG00000211675	
B3GALT5-AS1	1	ENSG00000184809	
RNU6-888P	1	ENSG00000199880	
IGLC2	1	ENSG00000211677	
ADAMTS19-AS1	1	ENSG00000249421	
CNPPD1	1	ENSG00000115649	
MIR3913-1	1	ENSG00000264405	
TMCC2-AS1	1	ENSG00000225063	
VCAN	1	ENSG00000038427	
LMBRD1	1	ENSG00000168216	
LMBRD2	1	ENSG00000164187	
RNU6-621P	1	ENSG00000201622	
RN7SL796P	2	ENSG00000239955:ENSG00000240221	
SNORA30B	1	ENSG00000202189	
RNU6-887P	1	ENSG00000222592	
RN7SL530P	1	ENSG00000239910	
INA	1	ENSG00000148798	
RPL6P14	1	ENSG00000244470	
RPL6P13	1	ENSG00000243312	
RNU6ATAC39P	1	ENSG00000252118	
RPL6P12	1	ENSG00000214671	
RPL6P11	1	ENSG00000250475	
RPL6P18	1	ENSG00000218476	
RPL6P17	1	ENSG00000216754	
RPL6P16	1	ENSG00000240159	
RPL6P15	1	ENSG00000240611	
BECN1P2	1	ENSG00000219669	
RPL6P10	1	ENSG00000243199	
INS	1	ENSG00000254647	
PDLIM1	1	ENSG00000107438	
PDLIM3	1	ENSG00000154553	
PDLIM2	1	ENSG00000120913	
CIR1P3	1	ENSG00000216708	
RN7SL795P	1	ENSG00000239748	
CIR1P2	1	ENSG00000250215	
SNORA31B	1	ENSG00000253051	
CIR1P1	1	ENSG00000253146	
TAS1R2	1	ENSG00000179002	
RNU6-624P	1	ENSG00000200281	
TAS1R1	1	ENSG00000173662	
RPL6P19	1	ENSG00000230383	
PDLIM5	1	ENSG00000163110	
WARS2-AS1	1	ENSG00000231365	
POLHP1	1	ENSG00000232970	
PDLIM4	1	ENSG00000131435	
TAS1R3	1	ENSG00000169962	
PDLIM7	1	ENSG00000196923	
RPL6P25	1	ENSG00000213270	
MBTPS1	1	ENSG00000140943	
RPL6P24	1	ENSG00000227474	
RPL6P23	1	ENSG00000249510	
RPL6P22	1	ENSG00000240738	
IGLC7	1	ENSG00000211685	
RPL6P29	1	ENSG00000236243	
RPL6P28	1	ENSG00000223730	
RPL6P27	1	ENSG00000235552	
IGLC5	1	ENSG00000254030	
MIIP	1	ENSG00000116691	
IGLC6	1	ENSG00000222037	
RPL6P26	1	ENSG00000240305	
MAPK14	1	ENSG00000112062	
RPL6P21	1	ENSG00000223445	
MAPK15	1	ENSG00000181085	
RPL6P20	1	ENSG00000236976	
U2SURP	1	ENSG00000163714	
MAPK12	1	ENSG00000188130	
MAPK13	1	ENSG00000156711	
MAPK10	1	ENSG00000109339	
MAPK11	1	ENSG00000185386	
DOCK7-DT	1	ENSG00000235545	
RNU6-889P	1	ENSG00000252998	
CHPT1	1	ENSG00000111666	
PMFBP1	1	ENSG00000118557	
RNU6-623P	1	ENSG00000200013	
RN7SL794P	1	ENSG00000240235	
MBTPS2	1	ENSG00000012174	
SERPINE2	1	ENSG00000135919	
SERPINE3	1	ENSG00000253309	
SERPINE1	1	ENSG00000106366	
ACAP2-IT1	1	ENSG00000229325	
IPP	1	ENSG00000197429	
CHKB-CPT1B	1	ENSG00000254413	
GCNT2P1	1	ENSG00000205318	
ATP13A3-DT	1	ENSG00000233058	
DCANP1	1	ENSG00000251380	
RN7SL551P	1	ENSG00000243856	
DUS4L	1	ENSG00000105865	
ENSG00000252992	1	ENSG00000252992	
EARS2	1	ENSG00000103356	
RNU6-642P	1	ENSG00000200029	
PRIMA1	1	ENSG00000175785	
ISY1-RAB43	1	ENSG00000261796	
TRIQK	1	ENSG00000205133	
SERPINF1	1	ENSG00000132386	
SERPINF2	1	ENSG00000167711	
BIN3	1	ENSG00000147439	
ENSG00000249341	1	ENSG00000249341	
BIN2	1	ENSG00000110934	
BIN1	1	ENSG00000136717	
YME1L1	1	ENSG00000136758	
SERPING1	1	ENSG00000149131	
DUS3L	1	ENSG00000141994	
TMEM185AP1	1	ENSG00000235254	
RNU6-641P	1	ENSG00000206733	
ENSG00000237378	1	ENSG00000237378	
MAPKAP1	1	ENSG00000119487	
BUB1P1	1	ENSG00000270778	
RAD21	1	ENSG00000164754	
SERPINH1	1	ENSG00000149257	
RNU6-644P	1	ENSG00000212457	
DNAJC25-GNG10	1	ENSG00000244115	
BICDL3P	1	ENSG00000225969	
DDX3ILA1	1	ENSG00000232756	
ENSG00000264985	1	ENSG00000264985	
ORC1P1	1	ENSG00000224589	
SIVA1	1	ENSG00000184990	
TRIP4	1	ENSG00000103671	
ISX	1	ENSG00000175329	
THUMPD3P1	1	ENSG00000248711	
TRIP6	1	ENSG00000087077	
SERPINI2	1	ENSG00000114204	
RAD17	1	ENSG00000152942	
RNU6-643P	1	ENSG00000206745	
SERPINI1	1	ENSG00000163536	
DUS1L	1	ENSG00000169718	
RAD18	1	ENSG00000070950	
SERPINA2	1	ENSG00000258597	
ITK	1	ENSG00000113263	
SERPINA3	1	ENSG00000196136	
SERPINA1	1	ENSG00000197249	
SPIN4	1	ENSG00000186767	
SPIN3	1	ENSG00000204271	
RNU6ATAC21P	1	ENSG00000221583	
SRP54	1	ENSG00000100883	
RPS15P9	1	ENSG00000240846	
SERPINA9	1	ENSG00000170054	
SERPINA6	1	ENSG00000170099	
SERPINA7	1	ENSG00000123561	
SERPINA4	1	ENSG00000100665	
SERPINA5	1	ENSG00000188488	
FCRLA	1	ENSG00000132185	
TRIM8	1	ENSG00000171206	
TRIM9	1	ENSG00000100505	
FCRLB	1	ENSG00000162746	
TRIM6	1	ENSG00000121236	
CSRP3	1	ENSG00000129170	
PIP4P2	1	ENSG00000155099	
TRIM7	1	ENSG00000146054	
PIP4P1	1	ENSG00000165782	
CSRP2	1	ENSG00000175183	
C14orf178	1	ENSG00000197734	
TRIM4	1	ENSG00000146833	
CSRP1	1	ENSG00000159176	
TRIM5	1	ENSG00000132256	
TRIM2	1	ENSG00000109654	
MTFR2P2	1	ENSG00000235647	
TRIM3	1	ENSG00000110171	
MTFR2P1	1	ENSG00000233716	
SPIN1	1	ENSG00000106723	
RACK1	1	ENSG00000204628	
RNU6ATAC20P	1	ENSG00000221363	
AP3S2	1	ENSG00000157823	
AP3S1	1	ENSG00000177879	
SERPINB3	1	ENSG00000057149	
FCRL1	1	ENSG00000163534	
MIOX	1	ENSG00000100253	
FCRL2	1	ENSG00000132704	
SERPINB4	1	ENSG00000206073	
ENSG00000240973	1	ENSG00000240973	
SERPINB1	1	ENSG00000021355	
SERPINB2	1	ENSG00000197632	
FCRL5	1	ENSG00000143297	
MIOS	1	ENSG00000164654	
FCRL6	1	ENSG00000181036	
FCRL3	1	ENSG00000160856	
ITPK1	1	ENSG00000100605	
FCRL4	1	ENSG00000163518	
RNU6ATAC22P	1	ENSG00000252603	
SERPINB9	1	ENSG00000170542	
SERPINB7	1	ENSG00000166396	
NUDT16L1	1	ENSG00000168101	
SERPINB8	1	ENSG00000166401	
SERPINB5	1	ENSG00000206075	
SERPINB6	1	ENSG00000124570	
ITPKB	1	ENSG00000143772	
ITPKC	1	ENSG00000086544	
ENSG00000252945	1	ENSG00000252945	
RPS15P5	1	ENSG00000229806	
IVD	1	ENSG00000128928	
FALEC	1	ENSG00000228126	
RPS15P4	1	ENSG00000233762	
ITPKA	1	ENSG00000137825	
IVL	1	ENSG00000163207	
ENSG00000237320	1	ENSG00000237320	
SERPINC1	1	ENSG00000117601	
SLC22A20P	1	ENSG00000197847	
ENSG00000249317	1	ENSG00000249317	
CEP72-DT	1	ENSG00000249650	
SNX3P1X	1	ENSG00000230543	
CHRND	1	ENSG00000135902	
SRP72	1	ENSG00000174780	
CHRNG	1	ENSG00000196811	
CHRNE	1	ENSG00000108556	
QTRT1P1	1	ENSG00000270524	
TMEM18-DT	1	ENSG00000233296	
RNU6-640P	1	ENSG00000200563	
MISP	1	ENSG00000099812	
SERPIND1	1	ENSG00000099937	
ZFTRAF1	1	ENSG00000187954	
GTF2H1	1	ENSG00000110768	
C14orf180	1	ENSG00000184601	
ENSG00000249328	1	ENSG00000249328	
GTF2H2	1	ENSG00000145736	
SRP68	1	ENSG00000167881	
GTF2H3	1	ENSG00000111358	
GTF2H4	1	ENSG00000213780	
GTF2H5	1	ENSG00000272047	
PRKG2-AS1	1	ENSG00000251059	
MIR4527HG	1	ENSG00000267761	
SDCBP2P1	1	ENSG00000223389	
SEMA5A	1	ENSG00000112902	
CHRM2	1	ENSG00000181072	
SEMA5B	1	ENSG00000082684	
CHRM3	1	ENSG00000133019	
CHRM1	1	ENSG00000168539	
CHRM4	1	ENSG00000180720	
CIBAR1-DT	1	ENSG00000246662	
CHRM5	1	ENSG00000184984	
ENSG00000252904	1	ENSG00000252904	
FABP12	1	ENSG00000197416	
ENSG00000203987	1	ENSG00000203987	
IYD	1	ENSG00000009765	
SPART-AS1	1	ENSG00000120664	
TECTA	1	ENSG00000109927	
TPD52	1	ENSG00000076554	
TECTB	1	ENSG00000119913	
SEMA6B	1	ENSG00000167680	
BIVM	1	ENSG00000134897	
SEMA6C	1	ENSG00000143434	
ANKRD36C	1	ENSG00000174501	
SEMA6A	1	ENSG00000092421	
SEMA6D	1	ENSG00000137872	
MITF	1	ENSG00000187098	
SCN1A-AS1	1	ENSG00000236107	
GTF2F1	1	ENSG00000125651	
GTF2F2	1	ENSG00000188342	
TMBIM7P	1	ENSG00000230927	
SLX1B-SULT1A4	1	ENSG00000260280	
ENSG00000201316	1	ENSG00000201316	
XIST	1	ENSG00000229807	
TTPAL	1	ENSG00000124120	
ANKRD36B	1	ENSG00000196912	
SEMA7A	1	ENSG00000138623	
ITPR1	1	ENSG00000150995	
RHOBTB3	1	ENSG00000164292	
ITPR2	1	ENSG00000123104	
ITPR3	1	ENSG00000096433	
VTCN1	1	ENSG00000134258	
GTF2E1	1	ENSG00000153767	
RHOBTB1	1	ENSG00000072422	
GTF2E2	1	ENSG00000197265	
RHOBTB2	1	ENSG00000008853	
MAT2AP1	1	ENSG00000242308	
AP1G2-AS1	1	ENSG00000258727	
ANKRD34B	1	ENSG00000189127	
SLC37A2	1	ENSG00000134955	
SLC37A1	1	ENSG00000160190	
ANKRD34C	1	ENSG00000235711	
TECRL	1	ENSG00000205678	
NSFL1C	1	ENSG00000088833	
ENSG00000252920	1	ENSG00000252920	
ENSG00000252923	1	ENSG00000252923	
FEM1AP1	1	ENSG00000229231	
RAD9B	1	ENSG00000151164	
RAD9A	1	ENSG00000172613	
LMBR1L	1	ENSG00000139636	
ANKRD33B	1	ENSG00000164236	
SYCP2	1	ENSG00000196074	
FEM1AP4	1	ENSG00000235876	
SYCP1	1	ENSG00000198765	
FEM1AP2	1	ENSG00000265296	
FEM1AP3	1	ENSG00000217770	
GADL1	1	ENSG00000144644	
DNALI1	1	ENSG00000163879	
OPA1	1	ENSG00000198836	
OPA3	1	ENSG00000125741	
HYDIN	1	ENSG00000157423	
SLC37A4	1	ENSG00000137700	
SLC37A3	1	ENSG00000157800	
PLPBP	1	ENSG00000147471	
ALMS1P1	1	ENSG00000163016	
NIPSNAP1	1	ENSG00000184117	
NIPSNAP2	1	ENSG00000146729	
PTP4A1	1	ENSG00000112245	
BTBD7P1	1	ENSG00000203414	
PTP4A2	1	ENSG00000184007	
BTBD7P2	1	ENSG00000237618	
PTP4A3	1	ENSG00000184489	
GTF2A1	1	ENSG00000165417	
GTF2A2	1	ENSG00000140307	
H2AC10P	1	ENSG00000218690	
SEMA3C	1	ENSG00000075223	
SEMA3D	1	ENSG00000153993	
SEMA3A	1	ENSG00000075213	
SEMA3B	1	ENSG00000012171	
SEMA3G	1	ENSG00000010319	
SEMA3E	1	ENSG00000170381	
SEMA3F	1	ENSG00000001617	
DPCD	1	ENSG00000166171	
AP3M2	1	ENSG00000070718	
AP3M1	1	ENSG00000185009	
PLA2G12AP2	1	ENSG00000225221	
EEF2KMT	1	ENSG00000118894	
PLA2G12AP1	1	ENSG00000224680	
SEMA4A	1	ENSG00000196189	
ANKRD30B	1	ENSG00000180777	
SEMA4D	1	ENSG00000187764	
WDR82P2	1	ENSG00000241318	
ANKRD30A	1	ENSG00000148513	
WDR82P1	1	ENSG00000234629	
CDC42BPG	1	ENSG00000171219	
SEMA4B	1	ENSG00000185033	
ADRM1	1	ENSG00000130706	
SEMA4C	1	ENSG00000168758	
MIR181A2HG	1	ENSG00000224020	
SEMA4F	1	ENSG00000135622	
CFLAR	1	ENSG00000003402	
SEMA4G	1	ENSG00000095539	
RNF32-DT	1	ENSG00000182648	
CDC42BPB	1	ENSG00000198752	
CDC42BPA	1	ENSG00000143776	
TRIT1	1	ENSG00000043514	
TPCN2	1	ENSG00000162341	
TPCN1	1	ENSG00000186815	
RAD52	1	ENSG00000002016	
RAD50	1	ENSG00000113522	
PTP4A2P1	1	ENSG00000267185	
RAD51	1	ENSG00000051180	
PTP4A2P2	1	ENSG00000254481	
MIR1972-1	1	ENSG00000238728	
MIR1972-2	1	ENSG00000239118	
OR10AF1P	1	ENSG00000255416	
SYCP3	1	ENSG00000139351	
DPH3P1	1	ENSG00000233838	
DPH3P2	1	ENSG00000237040	
ENSG00000203900	1	ENSG00000203900	
DPF1	1	ENSG00000011332	
DPF2	1	ENSG00000133884	
DPF3	1	ENSG00000205683	
TIPIN	1	ENSG00000075131	
SLC11A1	1	ENSG00000018280	
SLC11A2	1	ENSG00000110911	
BOLA1	1	ENSG00000178096	
ZPBP	1	ENSG00000042813	
MIR181A1HG	1	ENSG00000229989	
PLPP7	1	ENSG00000160539	
PLPP6	1	ENSG00000205808	
PLPP5	1	ENSG00000147535	
PLPP4	1	ENSG00000203805	
TCERG1L	1	ENSG00000176769	
GRWD1	1	ENSG00000105447	
BOLA3	1	ENSG00000163170	
PAPPA	1	ENSG00000182752	
BOLA2	1	ENSG00000183336	
RNU6-1200P	1	ENSG00000206889	
WDPCP	1	ENSG00000143951	
PLPP3	1	ENSG00000162407	
PLPP2	1	ENSG00000141934	
PLPP1	1	ENSG00000067113	
PTDSS2	1	ENSG00000174915	
PTDSS1	1	ENSG00000156471	
SGPL1	1	ENSG00000166224	
DPH1	1	ENSG00000108963	
DPH2	1	ENSG00000132768	
DPH3	1	ENSG00000154813	
PPP4R1-AS1	1	ENSG00000263627	
NAALAD2	1	ENSG00000077616	
DPH5	1	ENSG00000117543	
DPH6	1	ENSG00000134146	
DPH7	1	ENSG00000148399	
IGKV6-21	1	ENSG00000211611	
SRPK2	1	ENSG00000135250	
SRPK3	1	ENSG00000184343	
SRPK1	1	ENSG00000096063	
VCX2	1	ENSG00000177504	
IMPDH1P8	1	ENSG00000224728	
IMPDH1P7	1	ENSG00000226553	
IMPDH1P9	1	ENSG00000218976	
SESTD1	1	ENSG00000187231	
BTBD6P1	1	ENSG00000229106	
IMPDH1P2	1	ENSG00000214045	
IMPDH1P4	1	ENSG00000237206	
IMPDH1P3	1	ENSG00000214815	
NODAL	1	ENSG00000156574	
IMPDH1P6	1	ENSG00000254294	
IMPDH1P5	1	ENSG00000213513	
DAZAP2	1	ENSG00000183283	
DAZAP1	1	ENSG00000071626	
HILPDA	1	ENSG00000135245	
EML4-AS1	1	ENSG00000224875	
RNU6-1203P	1	ENSG00000222635	
ATOSBP1	1	ENSG00000240487	
CCNT2P1	1	ENSG00000225672	
AP3B1	1	ENSG00000132842	
AP3B2	1	ENSG00000103723	
MIR642A	1	ENSG00000207773	
CTTN-DT	1	ENSG00000246889	
CEACAM3	1	ENSG00000170956	
CEACAM1	1	ENSG00000079385	
SMC4P1	1	ENSG00000229568	
RNU6-1204P	1	ENSG00000200818	
CEACAM7	1	ENSG00000007306	
ADRB3	1	ENSG00000188778	
CEACAM6	1	ENSG00000086548	
CEACAM5	1	ENSG00000105388	
CEACAM4	1	ENSG00000105352	
CEACAM8	1	ENSG00000124469	
RAC1P3	1	ENSG00000231404	
RAC1P4	1	ENSG00000237584	
RAC1P5	1	ENSG00000213522	
RN7SL549P	1	ENSG00000239825	
MIR1185-1	1	ENSG00000221525	
RAC1P6	1	ENSG00000226962	
RAC1P7	1	ENSG00000236101	
RAC1P8	1	ENSG00000234033	
RAC1P9	1	ENSG00000271306	
PAPLN	1	ENSG00000100767	
MIR1185-2	1	ENSG00000221614	
ANKMY2	1	ENSG00000106524	
FKBP4P6	1	ENSG00000268234	
ZNF355P	1	ENSG00000168122	
FKBP4P1	1	ENSG00000251463	
FKBP4P2	1	ENSG00000269692	
RNU6-1201P	1	ENSG00000206954	
JHY	1	ENSG00000109944	
ANKMY1	1	ENSG00000144504	
FKBP4P7	1	ENSG00000235256	
IGHV5-78	1	ENSG00000211978	
SDCBP2-AS1	1	ENSG00000234684	
C1GALT1	1	ENSG00000106392	
AP3D1	1	ENSG00000065000	
PRSS30P	1	ENSG00000172460	
PTPN23-DT	1	ENSG00000260236	
PEF1-AS1	1	ENSG00000235790	
RAB3GAP2	1	ENSG00000118873	
ZNF354A	1	ENSG00000169131	
TMEM212-AS1	1	ENSG00000234717	
RAB3GAP1	1	ENSG00000115839	
ZNF354C	1	ENSG00000177932	
RAC1P1	1	ENSG00000266520	
ZNF354B	1	ENSG00000178338	
RAC1P2	1	ENSG00000249936	
RNU6ATAC25P	1	ENSG00000221725	
RN7SL547P	1	ENSG00000240584	
SNORA22B	1	ENSG00000206603	
SYDE2	1	ENSG00000097096	
RNU6-1207P	1	ENSG00000207071	
SYDE1	1	ENSG00000105137	
C14orf132	1	ENSG00000227051	
RNU6-638P	1	ENSG00000252391	
SNORA21B	1	ENSG00000252699	
DLX2-DT	1	ENSG00000236651	
RNU6ATAC26P	1	ENSG00000210841	
RN7SL546P	1	ENSG00000239224	
IPCEF1	1	ENSG00000074706	
ZBTB45P1	1	ENSG00000225108	
ZBTB45P2	1	ENSG00000226065	
DPM1	1	ENSG00000000419	
BTF3P15	1	ENSG00000237242	
DPM2	1	ENSG00000136908	
BTF3P14	1	ENSG00000262609	
DPM3	1	ENSG00000179085	
BTF3P11	1	ENSG00000118903	
RNU6-637P	1	ENSG00000206777	
BTF3P10	1	ENSG00000231120	
BTF3P13	1	ENSG00000227118	
TIPRL	1	ENSG00000143155	
BTF3P12	1	ENSG00000213003	
SNORA22C	1	ENSG00000207344	
PSMB8-AS1	1	ENSG00000204261	
ENSG00000250284	1	ENSG00000250284	
RNU6-1208P	1	ENSG00000238482	
ENSG00000250286	1	ENSG00000250286	
TEDC1	1	ENSG00000185347	
TEDC2	1	ENSG00000162062	
RNU6ATAC23P	1	ENSG00000221375	
SNORA24B	1	ENSG00000206903	
ADRB1	1	ENSG00000043591	
ADRB2	1	ENSG00000169252	
CXCL1P1	1	ENSG00000250339	
PALM2AKAP2	1	ENSG00000157654	
DPP3	1	ENSG00000254986	
DPP4	1	ENSG00000197635	
DPP6	1	ENSG00000130226	
RNU6-1205P	1	ENSG00000200495	
DPP7	1	ENSG00000176978	
